,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
30788,11081218,43286,BANKNIFTY21O1435500CE,BANKNIFTY,0,14-10-2021,35500,0.05,25,CE,NFO-OPT,NFO
30789,11081986,43289,BANKNIFTY21O1435500PE,BANKNIFTY,0,14-10-2021,35500,0.05,25,PE,NFO-OPT,NFO
30790,11082242,43290,BANKNIFTY21O1435600CE,BANKNIFTY,0,14-10-2021,35600,0.05,25,CE,NFO-OPT,NFO
30791,11082498,43291,BANKNIFTY21O1435600PE,BANKNIFTY,0,14-10-2021,35600,0.05,25,PE,NFO-OPT,NFO
30792,11082754,43292,BANKNIFTY21O1435700CE,BANKNIFTY,0,14-10-2021,35700,0.05,25,CE,NFO-OPT,NFO
30793,11083010,43293,BANKNIFTY21O1435700PE,BANKNIFTY,0,14-10-2021,35700,0.05,25,PE,NFO-OPT,NFO
30794,11084034,43297,BANKNIFTY21O1435800CE,BANKNIFTY,0,14-10-2021,35800,0.05,25,CE,NFO-OPT,NFO
30795,11118338,43431,BANKNIFTY21O1435800PE,BANKNIFTY,0,14-10-2021,35800,0.05,25,PE,NFO-OPT,NFO
30796,11119618,43436,BANKNIFTY21O1435900CE,BANKNIFTY,0,14-10-2021,35900,0.05,25,CE,NFO-OPT,NFO
30797,11122178,43446,BANKNIFTY21O1435900PE,BANKNIFTY,0,14-10-2021,35900,0.05,25,PE,NFO-OPT,NFO
30798,11122434,43447,BANKNIFTY21O1436000CE,BANKNIFTY,0,14-10-2021,36000,0.05,25,CE,NFO-OPT,NFO
30799,11122690,43448,BANKNIFTY21O1436000PE,BANKNIFTY,0,14-10-2021,36000,0.05,25,PE,NFO-OPT,NFO
30800,11122946,43449,BANKNIFTY21O1436100CE,BANKNIFTY,0,14-10-2021,36100,0.05,25,CE,NFO-OPT,NFO
30801,11123202,43450,BANKNIFTY21O1436100PE,BANKNIFTY,0,14-10-2021,36100,0.05,25,PE,NFO-OPT,NFO
30802,11125250,43458,BANKNIFTY21O1436200CE,BANKNIFTY,0,14-10-2021,36200,0.05,25,CE,NFO-OPT,NFO
30803,11129346,43474,BANKNIFTY21O1436200PE,BANKNIFTY,0,14-10-2021,36200,0.05,25,PE,NFO-OPT,NFO
30804,11129602,43475,BANKNIFTY21O1436300CE,BANKNIFTY,0,14-10-2021,36300,0.05,25,CE,NFO-OPT,NFO
30805,11129858,43476,BANKNIFTY21O1436300PE,BANKNIFTY,0,14-10-2021,36300,0.05,25,PE,NFO-OPT,NFO
30806,11130626,43479,BANKNIFTY21O1436400CE,BANKNIFTY,0,14-10-2021,36400,0.05,25,CE,NFO-OPT,NFO
30807,11145474,43537,BANKNIFTY21O1436400PE,BANKNIFTY,0,14-10-2021,36400,0.05,25,PE,NFO-OPT,NFO
30808,11147522,43545,BANKNIFTY21O1436500CE,BANKNIFTY,0,14-10-2021,36500,0.05,25,CE,NFO-OPT,NFO
30809,11148546,43549,BANKNIFTY21O1436500PE,BANKNIFTY,0,14-10-2021,36500,0.05,25,PE,NFO-OPT,NFO
30810,11148802,43550,BANKNIFTY21O1436600CE,BANKNIFTY,0,14-10-2021,36600,0.05,25,CE,NFO-OPT,NFO
30811,11150850,43558,BANKNIFTY21O1436600PE,BANKNIFTY,0,14-10-2021,36600,0.05,25,PE,NFO-OPT,NFO
30812,11151106,43559,BANKNIFTY21O1436700CE,BANKNIFTY,0,14-10-2021,36700,0.05,25,CE,NFO-OPT,NFO
30813,11160322,43595,BANKNIFTY21O1436700PE,BANKNIFTY,0,14-10-2021,36700,0.05,25,PE,NFO-OPT,NFO
30814,11160578,43596,BANKNIFTY21O1436800CE,BANKNIFTY,0,14-10-2021,36800,0.05,25,CE,NFO-OPT,NFO
30815,11163906,43609,BANKNIFTY21O1436800PE,BANKNIFTY,0,14-10-2021,36800,0.05,25,PE,NFO-OPT,NFO
30816,11166210,43618,BANKNIFTY21O1436900CE,BANKNIFTY,0,14-10-2021,36900,0.05,25,CE,NFO-OPT,NFO
30817,11167490,43623,BANKNIFTY21O1436900PE,BANKNIFTY,0,14-10-2021,36900,0.05,25,PE,NFO-OPT,NFO
30818,11168002,43625,BANKNIFTY21O1437000CE,BANKNIFTY,0,14-10-2021,37000,0.05,25,CE,NFO-OPT,NFO
30819,11189762,43710,BANKNIFTY21O1437000PE,BANKNIFTY,0,14-10-2021,37000,0.05,25,PE,NFO-OPT,NFO
30820,11190018,43711,BANKNIFTY21O1437100CE,BANKNIFTY,0,14-10-2021,37100,0.05,25,CE,NFO-OPT,NFO
30821,11190274,43712,BANKNIFTY21O1437100PE,BANKNIFTY,0,14-10-2021,37100,0.05,25,PE,NFO-OPT,NFO
30822,11191298,43716,BANKNIFTY21O1437200CE,BANKNIFTY,0,14-10-2021,37200,0.05,25,CE,NFO-OPT,NFO
30823,11198722,43745,BANKNIFTY21O1437200PE,BANKNIFTY,0,14-10-2021,37200,0.05,25,PE,NFO-OPT,NFO
30824,11198978,43746,BANKNIFTY21O1437300CE,BANKNIFTY,0,14-10-2021,37300,0.05,25,CE,NFO-OPT,NFO
30825,11201538,43756,BANKNIFTY21O1437300PE,BANKNIFTY,0,14-10-2021,37300,0.05,25,PE,NFO-OPT,NFO
30826,11203074,43762,BANKNIFTY21O1437400CE,BANKNIFTY,0,14-10-2021,37400,0.05,25,CE,NFO-OPT,NFO
30827,11203330,43763,BANKNIFTY21O1437400PE,BANKNIFTY,0,14-10-2021,37400,0.05,25,PE,NFO-OPT,NFO
30828,11205378,43771,BANKNIFTY21O1437500CE,BANKNIFTY,0,14-10-2021,37500,0.05,25,CE,NFO-OPT,NFO
30829,11211778,43796,BANKNIFTY21O1437500PE,BANKNIFTY,0,14-10-2021,37500,0.05,25,PE,NFO-OPT,NFO
30830,11212034,43797,BANKNIFTY21O1437600CE,BANKNIFTY,0,14-10-2021,37600,0.05,25,CE,NFO-OPT,NFO
30831,11212290,43798,BANKNIFTY21O1437600PE,BANKNIFTY,0,14-10-2021,37600,0.05,25,PE,NFO-OPT,NFO
30832,11212546,43799,BANKNIFTY21O1437700CE,BANKNIFTY,0,14-10-2021,37700,0.05,25,CE,NFO-OPT,NFO
30833,11218178,43821,BANKNIFTY21O1437700PE,BANKNIFTY,0,14-10-2021,37700,0.05,25,PE,NFO-OPT,NFO
30834,11218434,43822,BANKNIFTY21O1437800CE,BANKNIFTY,0,14-10-2021,37800,0.05,25,CE,NFO-OPT,NFO
30835,11220482,43830,BANKNIFTY21O1437800PE,BANKNIFTY,0,14-10-2021,37800,0.05,25,PE,NFO-OPT,NFO
30836,11220738,43831,BANKNIFTY21O1437900CE,BANKNIFTY,0,14-10-2021,37900,0.05,25,CE,NFO-OPT,NFO
30837,11222018,43836,BANKNIFTY21O1437900PE,BANKNIFTY,0,14-10-2021,37900,0.05,25,PE,NFO-OPT,NFO
30838,11224066,43844,BANKNIFTY21O1438000CE,BANKNIFTY,0,14-10-2021,38000,0.05,25,CE,NFO-OPT,NFO
30839,11224322,43845,BANKNIFTY21O1438000PE,BANKNIFTY,0,14-10-2021,38000,0.05,25,PE,NFO-OPT,NFO
30840,11224578,43846,BANKNIFTY21O1438100CE,BANKNIFTY,0,14-10-2021,38100,0.05,25,CE,NFO-OPT,NFO
30841,11232514,43877,BANKNIFTY21O1438100PE,BANKNIFTY,0,14-10-2021,38100,0.05,25,PE,NFO-OPT,NFO
30842,11232770,43878,BANKNIFTY21O1438200CE,BANKNIFTY,0,14-10-2021,38200,0.05,25,CE,NFO-OPT,NFO
30843,11235842,43890,BANKNIFTY21O1438200PE,BANKNIFTY,0,14-10-2021,38200,0.05,25,PE,NFO-OPT,NFO
30844,11238402,43900,BANKNIFTY21O1438300CE,BANKNIFTY,0,14-10-2021,38300,0.05,25,CE,NFO-OPT,NFO
30845,11239170,43903,BANKNIFTY21O1438300PE,BANKNIFTY,0,14-10-2021,38300,0.05,25,PE,NFO-OPT,NFO
30846,11239426,43904,BANKNIFTY21O1438400CE,BANKNIFTY,0,14-10-2021,38400,0.05,25,CE,NFO-OPT,NFO
30847,11242242,43915,BANKNIFTY21O1438400PE,BANKNIFTY,0,14-10-2021,38400,0.05,25,PE,NFO-OPT,NFO
30848,11242498,43916,BANKNIFTY21O1438500CE,BANKNIFTY,0,14-10-2021,38500,0.05,25,CE,NFO-OPT,NFO
30849,11253506,43959,BANKNIFTY21O1438500PE,BANKNIFTY,0,14-10-2021,38500,0.05,25,PE,NFO-OPT,NFO
30850,11254274,43962,BANKNIFTY21O1438600CE,BANKNIFTY,0,14-10-2021,38600,0.05,25,CE,NFO-OPT,NFO
30851,11257858,43976,BANKNIFTY21O1438600PE,BANKNIFTY,0,14-10-2021,38600,0.05,25,PE,NFO-OPT,NFO
30852,11259138,43981,BANKNIFTY21O1438700CE,BANKNIFTY,0,14-10-2021,38700,0.05,25,CE,NFO-OPT,NFO
30853,11259394,43982,BANKNIFTY21O1438700PE,BANKNIFTY,0,14-10-2021,38700,0.05,25,PE,NFO-OPT,NFO
30854,11259906,43984,BANKNIFTY21O1438800CE,BANKNIFTY,0,14-10-2021,38800,0.05,25,CE,NFO-OPT,NFO
30855,11260930,43988,BANKNIFTY21O1438800PE,BANKNIFTY,0,14-10-2021,38800,0.05,25,PE,NFO-OPT,NFO
30856,11262210,43993,BANKNIFTY21O1438900CE,BANKNIFTY,0,14-10-2021,38900,0.05,25,CE,NFO-OPT,NFO
30857,11264258,44001,BANKNIFTY21O1438900PE,BANKNIFTY,0,14-10-2021,38900,0.05,25,PE,NFO-OPT,NFO
30858,11264514,44002,BANKNIFTY21O1439000CE,BANKNIFTY,0,14-10-2021,39000,0.05,25,CE,NFO-OPT,NFO
30859,11265026,44004,BANKNIFTY21O1439000PE,BANKNIFTY,0,14-10-2021,39000,0.05,25,PE,NFO-OPT,NFO
30860,11265282,44005,BANKNIFTY21O1439100CE,BANKNIFTY,0,14-10-2021,39100,0.05,25,CE,NFO-OPT,NFO
30861,11265538,44006,BANKNIFTY21O1439100PE,BANKNIFTY,0,14-10-2021,39100,0.05,25,PE,NFO-OPT,NFO
30862,11267074,44012,BANKNIFTY21O1439200CE,BANKNIFTY,0,14-10-2021,39200,0.05,25,CE,NFO-OPT,NFO
30863,11273730,44038,BANKNIFTY21O1439200PE,BANKNIFTY,0,14-10-2021,39200,0.05,25,PE,NFO-OPT,NFO
30864,11273986,44039,BANKNIFTY21O1439300CE,BANKNIFTY,0,14-10-2021,39300,0.05,25,CE,NFO-OPT,NFO
30865,11274242,44040,BANKNIFTY21O1439300PE,BANKNIFTY,0,14-10-2021,39300,0.05,25,PE,NFO-OPT,NFO
30866,11275010,44043,BANKNIFTY21O1439400CE,BANKNIFTY,0,14-10-2021,39400,0.05,25,CE,NFO-OPT,NFO
30867,11275522,44045,BANKNIFTY21O1439400PE,BANKNIFTY,0,14-10-2021,39400,0.05,25,PE,NFO-OPT,NFO
30868,11279362,44060,BANKNIFTY21O1439500CE,BANKNIFTY,0,14-10-2021,39500,0.05,25,CE,NFO-OPT,NFO
30869,11279618,44061,BANKNIFTY21O1439500PE,BANKNIFTY,0,14-10-2021,39500,0.05,25,PE,NFO-OPT,NFO
30870,11279874,44062,BANKNIFTY21O1439600CE,BANKNIFTY,0,14-10-2021,39600,0.05,25,CE,NFO-OPT,NFO
30871,11280642,44065,BANKNIFTY21O1439600PE,BANKNIFTY,0,14-10-2021,39600,0.05,25,PE,NFO-OPT,NFO
30872,11281410,44068,BANKNIFTY21O1439700CE,BANKNIFTY,0,14-10-2021,39700,0.05,25,CE,NFO-OPT,NFO
30873,11282434,44072,BANKNIFTY21O1439700PE,BANKNIFTY,0,14-10-2021,39700,0.05,25,PE,NFO-OPT,NFO
30874,11282690,44073,BANKNIFTY21O1439800CE,BANKNIFTY,0,14-10-2021,39800,0.05,25,CE,NFO-OPT,NFO
30875,11283714,44077,BANKNIFTY21O1439800PE,BANKNIFTY,0,14-10-2021,39800,0.05,25,PE,NFO-OPT,NFO
30876,11284994,44082,BANKNIFTY21O1439900CE,BANKNIFTY,0,14-10-2021,39900,0.05,25,CE,NFO-OPT,NFO
30877,11285250,44083,BANKNIFTY21O1439900PE,BANKNIFTY,0,14-10-2021,39900,0.05,25,PE,NFO-OPT,NFO
30878,10203650,39858,BANKNIFTY21O1440000CE,BANKNIFTY,0,14-10-2021,40000,0.05,25,CE,NFO-OPT,NFO
30879,10208002,39875,BANKNIFTY21O1440000PE,BANKNIFTY,0,14-10-2021,40000,0.05,25,PE,NFO-OPT,NFO
30880,10521858,41101,BANKNIFTY21O1440100CE,BANKNIFTY,0,14-10-2021,40100,0.05,25,CE,NFO-OPT,NFO
30881,10522370,41103,BANKNIFTY21O1440100PE,BANKNIFTY,0,14-10-2021,40100,0.05,25,PE,NFO-OPT,NFO
30882,10750978,41996,BANKNIFTY21O1440200CE,BANKNIFTY,0,14-10-2021,40200,0.05,25,CE,NFO-OPT,NFO
30883,10751234,41997,BANKNIFTY21O1440200PE,BANKNIFTY,0,14-10-2021,40200,0.05,25,PE,NFO-OPT,NFO
30884,9269762,36210,BANKNIFTY21O1440300CE,BANKNIFTY,0,14-10-2021,40300,0.05,25,CE,NFO-OPT,NFO
30885,9270018,36211,BANKNIFTY21O1440300PE,BANKNIFTY,0,14-10-2021,40300,0.05,25,PE,NFO-OPT,NFO
30886,9819138,38356,BANKNIFTY21O1440400CE,BANKNIFTY,0,14-10-2021,40400,0.05,25,CE,NFO-OPT,NFO
30887,9819394,38357,BANKNIFTY21O1440400PE,BANKNIFTY,0,14-10-2021,40400,0.05,25,PE,NFO-OPT,NFO
30888,10471170,40903,BANKNIFTY21O1440500CE,BANKNIFTY,0,14-10-2021,40500,0.05,25,CE,NFO-OPT,NFO
30889,10471426,40904,BANKNIFTY21O1440500PE,BANKNIFTY,0,14-10-2021,40500,0.05,25,PE,NFO-OPT,NFO
30890,10471682,40905,BANKNIFTY21O1440600CE,BANKNIFTY,0,14-10-2021,40600,0.05,25,CE,NFO-OPT,NFO
30891,10471938,40906,BANKNIFTY21O1440600PE,BANKNIFTY,0,14-10-2021,40600,0.05,25,PE,NFO-OPT,NFO
30892,10748418,41986,BANKNIFTY21O1440700CE,BANKNIFTY,0,14-10-2021,40700,0.05,25,CE,NFO-OPT,NFO
30893,10748674,41987,BANKNIFTY21O1440700PE,BANKNIFTY,0,14-10-2021,40700,0.05,25,PE,NFO-OPT,NFO
30894,10748930,41988,BANKNIFTY21O1440800CE,BANKNIFTY,0,14-10-2021,40800,0.05,25,CE,NFO-OPT,NFO
30895,10749698,41991,BANKNIFTY21O1440800PE,BANKNIFTY,0,14-10-2021,40800,0.05,25,PE,NFO-OPT,NFO
30896,12973058,50676,BANKNIFTY21O1440900CE,BANKNIFTY,0,14-10-2021,40900,0.05,25,CE,NFO-OPT,NFO
30897,12973314,50677,BANKNIFTY21O1440900PE,BANKNIFTY,0,14-10-2021,40900,0.05,25,PE,NFO-OPT,NFO
30898,13242882,51730,BANKNIFTY21O1441000CE,BANKNIFTY,0,14-10-2021,41000,0.05,25,CE,NFO-OPT,NFO
30899,13243138,51731,BANKNIFTY21O1441000PE,BANKNIFTY,0,14-10-2021,41000,0.05,25,PE,NFO-OPT,NFO
30900,13243906,51734,BANKNIFTY21O1441100CE,BANKNIFTY,0,14-10-2021,41100,0.05,25,CE,NFO-OPT,NFO
30901,13245954,51742,BANKNIFTY21O1441100PE,BANKNIFTY,0,14-10-2021,41100,0.05,25,PE,NFO-OPT,NFO
30902,13246210,51743,BANKNIFTY21O1441200CE,BANKNIFTY,0,14-10-2021,41200,0.05,25,CE,NFO-OPT,NFO
30903,13248514,51752,BANKNIFTY21O1441200PE,BANKNIFTY,0,14-10-2021,41200,0.05,25,PE,NFO-OPT,NFO
30904,13248770,51753,BANKNIFTY21O1441300CE,BANKNIFTY,0,14-10-2021,41300,0.05,25,CE,NFO-OPT,NFO
30905,13250050,51758,BANKNIFTY21O1441300PE,BANKNIFTY,0,14-10-2021,41300,0.05,25,PE,NFO-OPT,NFO
30906,13250306,51759,BANKNIFTY21O1441400CE,BANKNIFTY,0,14-10-2021,41400,0.05,25,CE,NFO-OPT,NFO
30907,13251586,51764,BANKNIFTY21O1441400PE,BANKNIFTY,0,14-10-2021,41400,0.05,25,PE,NFO-OPT,NFO
30908,13251842,51765,BANKNIFTY21O1441500CE,BANKNIFTY,0,14-10-2021,41500,0.05,25,CE,NFO-OPT,NFO
30909,13254658,51776,BANKNIFTY21O1441500PE,BANKNIFTY,0,14-10-2021,41500,0.05,25,PE,NFO-OPT,NFO
30910,13254914,51777,BANKNIFTY21O1441600CE,BANKNIFTY,0,14-10-2021,41600,0.05,25,CE,NFO-OPT,NFO
30911,13255170,51778,BANKNIFTY21O1441600PE,BANKNIFTY,0,14-10-2021,41600,0.05,25,PE,NFO-OPT,NFO
30912,13256962,51785,BANKNIFTY21O1441700CE,BANKNIFTY,0,14-10-2021,41700,0.05,25,CE,NFO-OPT,NFO
30913,13257218,51786,BANKNIFTY21O1441700PE,BANKNIFTY,0,14-10-2021,41700,0.05,25,PE,NFO-OPT,NFO
30914,9264386,36189,BANKNIFTY21O1441800CE,BANKNIFTY,0,14-10-2021,41800,0.05,25,CE,NFO-OPT,NFO
30915,9264642,36190,BANKNIFTY21O1441800PE,BANKNIFTY,0,14-10-2021,41800,0.05,25,PE,NFO-OPT,NFO
30916,12581378,49146,BANKNIFTY21O1441900CE,BANKNIFTY,0,14-10-2021,41900,0.05,25,CE,NFO-OPT,NFO
30917,12584194,49157,BANKNIFTY21O1441900PE,BANKNIFTY,0,14-10-2021,41900,0.05,25,PE,NFO-OPT,NFO
30918,12584450,49158,BANKNIFTY21O1442000CE,BANKNIFTY,0,14-10-2021,42000,0.05,25,CE,NFO-OPT,NFO
30919,12584706,49159,BANKNIFTY21O1442000PE,BANKNIFTY,0,14-10-2021,42000,0.05,25,PE,NFO-OPT,NFO
30920,12584962,49160,BANKNIFTY21O1442100CE,BANKNIFTY,0,14-10-2021,42100,0.05,25,CE,NFO-OPT,NFO
30921,12585218,49161,BANKNIFTY21O1442100PE,BANKNIFTY,0,14-10-2021,42100,0.05,25,PE,NFO-OPT,NFO
30922,12585474,49162,BANKNIFTY21O1442200CE,BANKNIFTY,0,14-10-2021,42200,0.05,25,CE,NFO-OPT,NFO
30923,12585730,49163,BANKNIFTY21O1442200PE,BANKNIFTY,0,14-10-2021,42200,0.05,25,PE,NFO-OPT,NFO
30924,9648642,37690,BANKNIFTY21O2131000CE,BANKNIFTY,0,21-10-2021,31000,0.05,25,CE,NFO-OPT,NFO
30925,9648898,37691,BANKNIFTY21O2131000PE,BANKNIFTY,0,21-10-2021,31000,0.05,25,PE,NFO-OPT,NFO
30926,9649666,37694,BANKNIFTY21O2131100CE,BANKNIFTY,0,21-10-2021,31100,0.05,25,CE,NFO-OPT,NFO
30927,9649922,37695,BANKNIFTY21O2131100PE,BANKNIFTY,0,21-10-2021,31100,0.05,25,PE,NFO-OPT,NFO
30928,9650178,37696,BANKNIFTY21O2131200CE,BANKNIFTY,0,21-10-2021,31200,0.05,25,CE,NFO-OPT,NFO
30929,9650434,37697,BANKNIFTY21O2131200PE,BANKNIFTY,0,21-10-2021,31200,0.05,25,PE,NFO-OPT,NFO
30930,9996546,39049,BANKNIFTY21O2131300CE,BANKNIFTY,0,21-10-2021,31300,0.05,25,CE,NFO-OPT,NFO
30931,9999618,39061,BANKNIFTY21O2131300PE,BANKNIFTY,0,21-10-2021,31300,0.05,25,PE,NFO-OPT,NFO
30932,10091522,39420,BANKNIFTY21O2131400CE,BANKNIFTY,0,21-10-2021,31400,0.05,25,CE,NFO-OPT,NFO
30933,10091778,39421,BANKNIFTY21O2131400PE,BANKNIFTY,0,21-10-2021,31400,0.05,25,PE,NFO-OPT,NFO
30934,10100738,39456,BANKNIFTY21O2131500CE,BANKNIFTY,0,21-10-2021,31500,0.05,25,CE,NFO-OPT,NFO
30935,10100994,39457,BANKNIFTY21O2131500PE,BANKNIFTY,0,21-10-2021,31500,0.05,25,PE,NFO-OPT,NFO
30936,11883010,46418,BANKNIFTY21O2131600CE,BANKNIFTY,0,21-10-2021,31600,0.05,25,CE,NFO-OPT,NFO
30937,11883266,46419,BANKNIFTY21O2131600PE,BANKNIFTY,0,21-10-2021,31600,0.05,25,PE,NFO-OPT,NFO
30938,11883778,46421,BANKNIFTY21O2131700CE,BANKNIFTY,0,21-10-2021,31700,0.05,25,CE,NFO-OPT,NFO
30939,11884290,46423,BANKNIFTY21O2131700PE,BANKNIFTY,0,21-10-2021,31700,0.05,25,PE,NFO-OPT,NFO
30940,11885058,46426,BANKNIFTY21O2131800CE,BANKNIFTY,0,21-10-2021,31800,0.05,25,CE,NFO-OPT,NFO
30941,11885826,46429,BANKNIFTY21O2131800PE,BANKNIFTY,0,21-10-2021,31800,0.05,25,PE,NFO-OPT,NFO
30942,11886850,46433,BANKNIFTY21O2131900CE,BANKNIFTY,0,21-10-2021,31900,0.05,25,CE,NFO-OPT,NFO
30943,11888898,46441,BANKNIFTY21O2131900PE,BANKNIFTY,0,21-10-2021,31900,0.05,25,PE,NFO-OPT,NFO
30944,11889410,46443,BANKNIFTY21O2132000CE,BANKNIFTY,0,21-10-2021,32000,0.05,25,CE,NFO-OPT,NFO
30945,11889666,46444,BANKNIFTY21O2132000PE,BANKNIFTY,0,21-10-2021,32000,0.05,25,PE,NFO-OPT,NFO
30946,11889922,46445,BANKNIFTY21O2132100CE,BANKNIFTY,0,21-10-2021,32100,0.05,25,CE,NFO-OPT,NFO
30947,11891202,46450,BANKNIFTY21O2132100PE,BANKNIFTY,0,21-10-2021,32100,0.05,25,PE,NFO-OPT,NFO
30948,11891458,46451,BANKNIFTY21O2132200CE,BANKNIFTY,0,21-10-2021,32200,0.05,25,CE,NFO-OPT,NFO
30949,11894274,46462,BANKNIFTY21O2132200PE,BANKNIFTY,0,21-10-2021,32200,0.05,25,PE,NFO-OPT,NFO
30950,11894786,46464,BANKNIFTY21O2132300CE,BANKNIFTY,0,21-10-2021,32300,0.05,25,CE,NFO-OPT,NFO
30951,11895810,46468,BANKNIFTY21O2132300PE,BANKNIFTY,0,21-10-2021,32300,0.05,25,PE,NFO-OPT,NFO
30952,11896066,46469,BANKNIFTY21O2132400CE,BANKNIFTY,0,21-10-2021,32400,0.05,25,CE,NFO-OPT,NFO
30953,11896578,46471,BANKNIFTY21O2132400PE,BANKNIFTY,0,21-10-2021,32400,0.05,25,PE,NFO-OPT,NFO
30954,11896834,46472,BANKNIFTY21O2132500CE,BANKNIFTY,0,21-10-2021,32500,0.05,25,CE,NFO-OPT,NFO
30955,11897090,46473,BANKNIFTY21O2132500PE,BANKNIFTY,0,21-10-2021,32500,0.05,25,PE,NFO-OPT,NFO
30956,11897346,46474,BANKNIFTY21O2132600CE,BANKNIFTY,0,21-10-2021,32600,0.05,25,CE,NFO-OPT,NFO
30957,11897602,46475,BANKNIFTY21O2132600PE,BANKNIFTY,0,21-10-2021,32600,0.05,25,PE,NFO-OPT,NFO
30958,11897858,46476,BANKNIFTY21O2132700CE,BANKNIFTY,0,21-10-2021,32700,0.05,25,CE,NFO-OPT,NFO
30959,11898114,46477,BANKNIFTY21O2132700PE,BANKNIFTY,0,21-10-2021,32700,0.05,25,PE,NFO-OPT,NFO
30960,11898370,46478,BANKNIFTY21O2132800CE,BANKNIFTY,0,21-10-2021,32800,0.05,25,CE,NFO-OPT,NFO
30961,11901186,46489,BANKNIFTY21O2132800PE,BANKNIFTY,0,21-10-2021,32800,0.05,25,PE,NFO-OPT,NFO
30962,11901442,46490,BANKNIFTY21O2132900CE,BANKNIFTY,0,21-10-2021,32900,0.05,25,CE,NFO-OPT,NFO
30963,11904770,46503,BANKNIFTY21O2132900PE,BANKNIFTY,0,21-10-2021,32900,0.05,25,PE,NFO-OPT,NFO
30964,11905026,46504,BANKNIFTY21O2133000CE,BANKNIFTY,0,21-10-2021,33000,0.05,25,CE,NFO-OPT,NFO
30965,11907330,46513,BANKNIFTY21O2133000PE,BANKNIFTY,0,21-10-2021,33000,0.05,25,PE,NFO-OPT,NFO
30966,11907586,46514,BANKNIFTY21O2133100CE,BANKNIFTY,0,21-10-2021,33100,0.05,25,CE,NFO-OPT,NFO
30967,11912706,46534,BANKNIFTY21O2133100PE,BANKNIFTY,0,21-10-2021,33100,0.05,25,PE,NFO-OPT,NFO
30968,11912962,46535,BANKNIFTY21O2133200CE,BANKNIFTY,0,21-10-2021,33200,0.05,25,CE,NFO-OPT,NFO
30969,11913218,46536,BANKNIFTY21O2133200PE,BANKNIFTY,0,21-10-2021,33200,0.05,25,PE,NFO-OPT,NFO
30970,11913474,46537,BANKNIFTY21O2133300CE,BANKNIFTY,0,21-10-2021,33300,0.05,25,CE,NFO-OPT,NFO
30971,11913730,46538,BANKNIFTY21O2133300PE,BANKNIFTY,0,21-10-2021,33300,0.05,25,PE,NFO-OPT,NFO
30972,11913986,46539,BANKNIFTY21O2133400CE,BANKNIFTY,0,21-10-2021,33400,0.05,25,CE,NFO-OPT,NFO
30973,11914242,46540,BANKNIFTY21O2133400PE,BANKNIFTY,0,21-10-2021,33400,0.05,25,PE,NFO-OPT,NFO
30974,11914498,46541,BANKNIFTY21O2133500CE,BANKNIFTY,0,21-10-2021,33500,0.05,25,CE,NFO-OPT,NFO
30975,11916802,46550,BANKNIFTY21O2133500PE,BANKNIFTY,0,21-10-2021,33500,0.05,25,PE,NFO-OPT,NFO
30976,11918338,46556,BANKNIFTY21O2133600CE,BANKNIFTY,0,21-10-2021,33600,0.05,25,CE,NFO-OPT,NFO
30977,11918850,46558,BANKNIFTY21O2133600PE,BANKNIFTY,0,21-10-2021,33600,0.05,25,PE,NFO-OPT,NFO
30978,11919106,46559,BANKNIFTY21O2133700CE,BANKNIFTY,0,21-10-2021,33700,0.05,25,CE,NFO-OPT,NFO
30979,11920898,46566,BANKNIFTY21O2133700PE,BANKNIFTY,0,21-10-2021,33700,0.05,25,PE,NFO-OPT,NFO
30980,11921154,46567,BANKNIFTY21O2133800CE,BANKNIFTY,0,21-10-2021,33800,0.05,25,CE,NFO-OPT,NFO
30981,11923202,46575,BANKNIFTY21O2133800PE,BANKNIFTY,0,21-10-2021,33800,0.05,25,PE,NFO-OPT,NFO
30982,11924994,46582,BANKNIFTY21O2133900CE,BANKNIFTY,0,21-10-2021,33900,0.05,25,CE,NFO-OPT,NFO
30983,11925250,46583,BANKNIFTY21O2133900PE,BANKNIFTY,0,21-10-2021,33900,0.05,25,PE,NFO-OPT,NFO
30984,11925506,46584,BANKNIFTY21O2134000CE,BANKNIFTY,0,21-10-2021,34000,0.05,25,CE,NFO-OPT,NFO
30985,11927042,46590,BANKNIFTY21O2134000PE,BANKNIFTY,0,21-10-2021,34000,0.05,25,PE,NFO-OPT,NFO
30986,11927298,46591,BANKNIFTY21O2134100CE,BANKNIFTY,0,21-10-2021,34100,0.05,25,CE,NFO-OPT,NFO
30987,11927554,46592,BANKNIFTY21O2134100PE,BANKNIFTY,0,21-10-2021,34100,0.05,25,PE,NFO-OPT,NFO
30988,11927810,46593,BANKNIFTY21O2134200CE,BANKNIFTY,0,21-10-2021,34200,0.05,25,CE,NFO-OPT,NFO
30989,11929858,46601,BANKNIFTY21O2134200PE,BANKNIFTY,0,21-10-2021,34200,0.05,25,PE,NFO-OPT,NFO
30990,11930114,46602,BANKNIFTY21O2134300CE,BANKNIFTY,0,21-10-2021,34300,0.05,25,CE,NFO-OPT,NFO
30991,11930882,46605,BANKNIFTY21O2134300PE,BANKNIFTY,0,21-10-2021,34300,0.05,25,PE,NFO-OPT,NFO
30992,11931138,46606,BANKNIFTY21O2134400CE,BANKNIFTY,0,21-10-2021,34400,0.05,25,CE,NFO-OPT,NFO
