,Unnamed: 0,instrument_token,name,tradingsymbol,strike,expiry,instrument_type
1217,28837,18553602,NIFTY,NIFTY21DEC16950CE,16950,30-12-2021,CE
1218,28838,18553858,NIFTY,NIFTY21DEC16950PE,16950,30-12-2021,PE
1219,28839,11733506,NIFTY,NIFTY21DEC17000CE,17000,30-12-2021,CE
1220,28840,11733762,NIFTY,NIFTY21DEC17000PE,17000,30-12-2021,PE
1221,28841,18554114,NIFTY,NIFTY21DEC17050CE,17050,30-12-2021,CE
1222,28842,18554370,NIFTY,NIFTY21DEC17050PE,17050,30-12-2021,PE
1223,28843,18554626,NIFTY,NIFTY21DEC17100CE,17100,30-12-2021,CE
1224,28844,18554882,NIFTY,NIFTY21DEC17100PE,17100,30-12-2021,PE
1225,28845,18555138,NIFTY,NIFTY21DEC17150CE,17150,30-12-2021,CE
1226,28846,18555394,NIFTY,NIFTY21DEC17150PE,17150,30-12-2021,PE
1227,28847,18555650,NIFTY,NIFTY21DEC17200CE,17200,30-12-2021,CE
1228,28848,18555906,NIFTY,NIFTY21DEC17200PE,17200,30-12-2021,PE
1229,28849,18556162,NIFTY,NIFTY21DEC17250CE,17250,30-12-2021,CE
1230,28850,18556418,NIFTY,NIFTY21DEC17250PE,17250,30-12-2021,PE
1231,28851,18556674,NIFTY,NIFTY21DEC17300CE,17300,30-12-2021,CE
1232,28852,18556930,NIFTY,NIFTY21DEC17300PE,17300,30-12-2021,PE
1233,28853,18557186,NIFTY,NIFTY21DEC17350CE,17350,30-12-2021,CE
1234,28854,18557442,NIFTY,NIFTY21DEC17350PE,17350,30-12-2021,PE
1235,28855,18557698,NIFTY,NIFTY21DEC17400CE,17400,30-12-2021,CE
1236,28856,18557954,NIFTY,NIFTY21DEC17400PE,17400,30-12-2021,PE
1237,28857,18558210,NIFTY,NIFTY21DEC17450CE,17450,30-12-2021,CE
1238,28858,18558466,NIFTY,NIFTY21DEC17450PE,17450,30-12-2021,PE
1239,28859,10765058,NIFTY,NIFTY21DEC17500CE,17500,30-12-2021,CE
1240,28860,10766338,NIFTY,NIFTY21DEC17500PE,17500,30-12-2021,PE
1241,28861,18558722,NIFTY,NIFTY21DEC17550CE,17550,30-12-2021,CE
1242,28862,18558978,NIFTY,NIFTY21DEC17550PE,17550,30-12-2021,PE
1243,28863,18559234,NIFTY,NIFTY21DEC17600CE,17600,30-12-2021,CE
1244,28864,18559490,NIFTY,NIFTY21DEC17600PE,17600,30-12-2021,PE
1245,28865,18564354,NIFTY,NIFTY21DEC17650CE,17650,30-12-2021,CE
1246,28866,18564610,NIFTY,NIFTY21DEC17650PE,17650,30-12-2021,PE
1247,28867,18564866,NIFTY,NIFTY21DEC17700CE,17700,30-12-2021,CE
1248,28868,18565122,NIFTY,NIFTY21DEC17700PE,17700,30-12-2021,PE
1249,28869,18565378,NIFTY,NIFTY21DEC17750CE,17750,30-12-2021,CE
1250,28870,18565634,NIFTY,NIFTY21DEC17750PE,17750,30-12-2021,PE
1251,28871,18565890,NIFTY,NIFTY21DEC17800CE,17800,30-12-2021,CE
1252,28872,18566146,NIFTY,NIFTY21DEC17800PE,17800,30-12-2021,PE
1253,28873,18566402,NIFTY,NIFTY21DEC17850CE,17850,30-12-2021,CE
1254,28874,18566658,NIFTY,NIFTY21DEC17850PE,17850,30-12-2021,PE
1255,28875,18566914,NIFTY,NIFTY21DEC17900CE,17900,30-12-2021,CE
1256,28876,18567170,NIFTY,NIFTY21DEC17900PE,17900,30-12-2021,PE
1257,28877,18567426,NIFTY,NIFTY21DEC17950CE,17950,30-12-2021,CE
1258,28878,18567682,NIFTY,NIFTY21DEC17950PE,17950,30-12-2021,PE
1259,28879,14106370,NIFTY,NIFTY21DEC18000CE,18000,30-12-2021,CE
1260,28880,14106626,NIFTY,NIFTY21DEC18000PE,18000,30-12-2021,PE
1261,28881,18567938,NIFTY,NIFTY21DEC18050CE,18050,30-12-2021,CE
1262,28882,18568194,NIFTY,NIFTY21DEC18050PE,18050,30-12-2021,PE
1263,28883,18568450,NIFTY,NIFTY21DEC18100CE,18100,30-12-2021,CE
1264,28884,18568706,NIFTY,NIFTY21DEC18100PE,18100,30-12-2021,PE
1265,28885,18568962,NIFTY,NIFTY21DEC18150CE,18150,30-12-2021,CE
1266,28886,18569218,NIFTY,NIFTY21DEC18150PE,18150,30-12-2021,PE
1267,28887,18569474,NIFTY,NIFTY21DEC18200CE,18200,30-12-2021,CE
1268,28888,18569730,NIFTY,NIFTY21DEC18200PE,18200,30-12-2021,PE
1269,28889,18569986,NIFTY,NIFTY21DEC18250CE,18250,30-12-2021,CE
1270,28890,18570242,NIFTY,NIFTY21DEC18250PE,18250,30-12-2021,PE
1271,28891,18570498,NIFTY,NIFTY21DEC18300CE,18300,30-12-2021,CE
1272,28892,18570754,NIFTY,NIFTY21DEC18300PE,18300,30-12-2021,PE
1273,28893,18571010,NIFTY,NIFTY21DEC18350CE,18350,30-12-2021,CE
1274,28894,18571266,NIFTY,NIFTY21DEC18350PE,18350,30-12-2021,PE
1275,28895,18571522,NIFTY,NIFTY21DEC18400CE,18400,30-12-2021,CE
1276,28896,18571778,NIFTY,NIFTY21DEC18400PE,18400,30-12-2021,PE
1277,28897,18572034,NIFTY,NIFTY21DEC18450CE,18450,30-12-2021,CE
1278,28898,18572290,NIFTY,NIFTY21DEC18450PE,18450,30-12-2021,PE
1279,28899,10494466,NIFTY,NIFTY21DEC18500CE,18500,30-12-2021,CE
1280,28900,10494722,NIFTY,NIFTY21DEC18500PE,18500,30-12-2021,PE
1281,28901,18572546,NIFTY,NIFTY21DEC18550CE,18550,30-12-2021,CE
1282,28902,18572802,NIFTY,NIFTY21DEC18550PE,18550,30-12-2021,PE
1283,28903,18573058,NIFTY,NIFTY21DEC18600CE,18600,30-12-2021,CE
1284,28904,18573314,NIFTY,NIFTY21DEC18600PE,18600,30-12-2021,PE
1285,28905,18573570,NIFTY,NIFTY21DEC18650CE,18650,30-12-2021,CE
1286,28906,18573826,NIFTY,NIFTY21DEC18650PE,18650,30-12-2021,PE
1287,28907,18574082,NIFTY,NIFTY21DEC18700CE,18700,30-12-2021,CE
1288,28908,18574338,NIFTY,NIFTY21DEC18700PE,18700,30-12-2021,PE
1289,28909,18574594,NIFTY,NIFTY21DEC18750CE,18750,30-12-2021,CE
1290,28910,18574850,NIFTY,NIFTY21DEC18750PE,18750,30-12-2021,PE
1291,28911,18575106,NIFTY,NIFTY21DEC18800CE,18800,30-12-2021,CE
1292,28912,18637570,NIFTY,NIFTY21DEC18800PE,18800,30-12-2021,PE
1293,28913,18637826,NIFTY,NIFTY21DEC18850CE,18850,30-12-2021,CE
1294,28914,18638082,NIFTY,NIFTY21DEC18850PE,18850,30-12-2021,PE
1295,28915,18638338,NIFTY,NIFTY21DEC18900CE,18900,30-12-2021,CE
1296,28916,18638594,NIFTY,NIFTY21DEC18900PE,18900,30-12-2021,PE
1297,28917,18638850,NIFTY,NIFTY21DEC18950CE,18950,30-12-2021,CE
1298,28918,18639106,NIFTY,NIFTY21DEC18950PE,18950,30-12-2021,PE
1299,28919,10226178,NIFTY,NIFTY21DEC19000CE,19000,30-12-2021,CE
1300,28920,10226434,NIFTY,NIFTY21DEC19000PE,19000,30-12-2021,PE
1301,28921,18639362,NIFTY,NIFTY21DEC19050CE,19050,30-12-2021,CE
1302,28922,18639618,NIFTY,NIFTY21DEC19050PE,19050,30-12-2021,PE
1303,28923,18639874,NIFTY,NIFTY21DEC19100CE,19100,30-12-2021,CE
1304,28924,18640642,NIFTY,NIFTY21DEC19100PE,19100,30-12-2021,PE
1305,28925,9505538,NIFTY,NIFTY21DEC19150CE,19150,30-12-2021,CE
1306,28926,9505794,NIFTY,NIFTY21DEC19150PE,19150,30-12-2021,PE
1307,28927,9506050,NIFTY,NIFTY21DEC19200CE,19200,30-12-2021,CE
1308,28928,9507842,NIFTY,NIFTY21DEC19200PE,19200,30-12-2021,PE
1309,28929,9977858,NIFTY,NIFTY21DEC19250CE,19250,30-12-2021,CE
1310,28930,9979394,NIFTY,NIFTY21DEC19250PE,19250,30-12-2021,PE
1311,28931,9979650,NIFTY,NIFTY21DEC19300CE,19300,30-12-2021,CE
1312,28932,9979906,NIFTY,NIFTY21DEC19300PE,19300,30-12-2021,PE
1313,28933,9260546,NIFTY,NIFTY21DEC19350CE,19350,30-12-2021,CE
1314,28934,9260802,NIFTY,NIFTY21DEC19350PE,19350,30-12-2021,PE
1315,28935,9268738,NIFTY,NIFTY21DEC19400CE,19400,30-12-2021,CE
1316,28936,9268994,NIFTY,NIFTY21DEC19400PE,19400,30-12-2021,PE
1317,28937,11620098,NIFTY,NIFTY21DEC19450CE,19450,30-12-2021,CE
1318,28938,11620354,NIFTY,NIFTY21DEC19450PE,19450,30-12-2021,PE
1319,28939,9381890,NIFTY,NIFTY21DEC19500CE,19500,30-12-2021,CE
1320,28940,9382146,NIFTY,NIFTY21DEC19500PE,19500,30-12-2021,PE
1321,28941,12370946,NIFTY,NIFTY21DEC19550CE,19550,30-12-2021,CE
1322,28942,12371202,NIFTY,NIFTY21DEC19550PE,19550,30-12-2021,PE
1323,28943,12372482,NIFTY,NIFTY21DEC19600CE,19600,30-12-2021,CE
1324,28944,12372738,NIFTY,NIFTY21DEC19600PE,19600,30-12-2021,PE
1325,28945,12379906,NIFTY,NIFTY21DEC19650CE,19650,30-12-2021,CE
1326,28946,12380418,NIFTY,NIFTY21DEC19650PE,19650,30-12-2021,PE
1327,28947,13156098,NIFTY,NIFTY21DEC19700CE,19700,30-12-2021,CE
1328,28948,13159682,NIFTY,NIFTY21DEC19700PE,19700,30-12-2021,PE
1329,28949,13159938,NIFTY,NIFTY21DEC19750CE,19750,30-12-2021,CE
1330,28950,13160194,NIFTY,NIFTY21DEC19750PE,19750,30-12-2021,PE
1331,29588,8989698,NIFTY,NIFTY22JAN16150CE,16150,27-01-2022,CE
1332,29589,8989954,NIFTY,NIFTY22JAN16150PE,16150,27-01-2022,PE
1333,29590,8990210,NIFTY,NIFTY22JAN16200CE,16200,27-01-2022,CE
1334,29591,8990466,NIFTY,NIFTY22JAN16200PE,16200,27-01-2022,PE
1335,29592,8990722,NIFTY,NIFTY22JAN16250CE,16250,27-01-2022,CE
1336,29593,8990978,NIFTY,NIFTY22JAN16250PE,16250,27-01-2022,PE
1337,29594,8991490,NIFTY,NIFTY22JAN16300CE,16300,27-01-2022,CE
1338,29595,8992514,NIFTY,NIFTY22JAN16300PE,16300,27-01-2022,PE
1339,29596,17473282,NIFTY,NIFTY22JAN16350CE,16350,27-01-2022,CE
1340,29597,17473538,NIFTY,NIFTY22JAN16350PE,16350,27-01-2022,PE
1341,29598,17473794,NIFTY,NIFTY22JAN16400CE,16400,27-01-2022,CE
1342,29599,17474050,NIFTY,NIFTY22JAN16400PE,16400,27-01-2022,PE
1343,29600,17475586,NIFTY,NIFTY22JAN16450CE,16450,27-01-2022,CE
1344,29601,17475842,NIFTY,NIFTY22JAN16450PE,16450,27-01-2022,PE
1345,29602,17476866,NIFTY,NIFTY22JAN16500CE,16500,27-01-2022,CE
1346,29603,17484034,NIFTY,NIFTY22JAN16500PE,16500,27-01-2022,PE
1347,29604,17484290,NIFTY,NIFTY22JAN16550CE,16550,27-01-2022,CE
1348,29605,17487874,NIFTY,NIFTY22JAN16550PE,16550,27-01-2022,PE
1349,29606,17488130,NIFTY,NIFTY22JAN16600CE,16600,27-01-2022,CE
1350,29607,17488386,NIFTY,NIFTY22JAN16600PE,16600,27-01-2022,PE
1351,29608,17488642,NIFTY,NIFTY22JAN16650CE,16650,27-01-2022,CE
1352,29609,17488898,NIFTY,NIFTY22JAN16650PE,16650,27-01-2022,PE
1353,29610,17489154,NIFTY,NIFTY22JAN16700CE,16700,27-01-2022,CE
1354,29611,17489410,NIFTY,NIFTY22JAN16700PE,16700,27-01-2022,PE
1355,29612,17489666,NIFTY,NIFTY22JAN16750CE,16750,27-01-2022,CE
1356,29613,17489922,NIFTY,NIFTY22JAN16750PE,16750,27-01-2022,PE
1357,29614,17490178,NIFTY,NIFTY22JAN16800CE,16800,27-01-2022,CE
1358,29615,17490434,NIFTY,NIFTY22JAN16800PE,16800,27-01-2022,PE
1359,29616,17491714,NIFTY,NIFTY22JAN16850CE,16850,27-01-2022,CE
1360,29617,17491970,NIFTY,NIFTY22JAN16850PE,16850,27-01-2022,PE
1361,29618,17492482,NIFTY,NIFTY22JAN16900CE,16900,27-01-2022,CE
1362,29619,17492738,NIFTY,NIFTY22JAN16900PE,16900,27-01-2022,PE
1363,29620,17493506,NIFTY,NIFTY22JAN16950CE,16950,27-01-2022,CE
1364,29621,17493762,NIFTY,NIFTY22JAN16950PE,16950,27-01-2022,PE
1365,29622,17494018,NIFTY,NIFTY22JAN17000CE,17000,27-01-2022,CE
1366,29623,17494274,NIFTY,NIFTY22JAN17000PE,17000,27-01-2022,PE
1367,29624,17498370,NIFTY,NIFTY22JAN17050CE,17050,27-01-2022,CE
1368,29625,17498626,NIFTY,NIFTY22JAN17050PE,17050,27-01-2022,PE
1369,29626,17502722,NIFTY,NIFTY22JAN17100CE,17100,27-01-2022,CE
1370,29627,17502978,NIFTY,NIFTY22JAN17100PE,17100,27-01-2022,PE
1371,29628,17503234,NIFTY,NIFTY22JAN17150CE,17150,27-01-2022,CE
1372,29629,17503490,NIFTY,NIFTY22JAN17150PE,17150,27-01-2022,PE
1373,29630,17506818,NIFTY,NIFTY22JAN17200CE,17200,27-01-2022,CE
1374,29631,17507074,NIFTY,NIFTY22JAN17200PE,17200,27-01-2022,PE
1375,29632,17507330,NIFTY,NIFTY22JAN17250CE,17250,27-01-2022,CE
1376,29633,17513218,NIFTY,NIFTY22JAN17250PE,17250,27-01-2022,PE
1377,29634,17513474,NIFTY,NIFTY22JAN17300CE,17300,27-01-2022,CE
1378,29635,17513730,NIFTY,NIFTY22JAN17300PE,17300,27-01-2022,PE
1379,29636,17513986,NIFTY,NIFTY22JAN17350CE,17350,27-01-2022,CE
1380,29637,17514242,NIFTY,NIFTY22JAN17350PE,17350,27-01-2022,PE
1381,29638,17514498,NIFTY,NIFTY22JAN17400CE,17400,27-01-2022,CE
1382,29639,17514754,NIFTY,NIFTY22JAN17400PE,17400,27-01-2022,PE
1383,29640,17515010,NIFTY,NIFTY22JAN17450CE,17450,27-01-2022,CE
1384,29641,17515266,NIFTY,NIFTY22JAN17450PE,17450,27-01-2022,PE
1385,29642,17515522,NIFTY,NIFTY22JAN17500CE,17500,27-01-2022,CE
1386,29643,17526018,NIFTY,NIFTY22JAN17500PE,17500,27-01-2022,PE
1387,29644,17526274,NIFTY,NIFTY22JAN17550CE,17550,27-01-2022,CE
1388,29645,17528066,NIFTY,NIFTY22JAN17550PE,17550,27-01-2022,PE
1389,29646,17528322,NIFTY,NIFTY22JAN17600CE,17600,27-01-2022,CE
1390,29647,17528578,NIFTY,NIFTY22JAN17600PE,17600,27-01-2022,PE
1391,29648,17528834,NIFTY,NIFTY22JAN17650CE,17650,27-01-2022,CE
1392,29649,17529090,NIFTY,NIFTY22JAN17650PE,17650,27-01-2022,PE
1393,29650,17529346,NIFTY,NIFTY22JAN17700CE,17700,27-01-2022,CE
1394,29651,17529602,NIFTY,NIFTY22JAN17700PE,17700,27-01-2022,PE
1395,29652,17529858,NIFTY,NIFTY22JAN17750CE,17750,27-01-2022,CE
1396,29653,17530114,NIFTY,NIFTY22JAN17750PE,17750,27-01-2022,PE
1397,29654,17530370,NIFTY,NIFTY22JAN17800CE,17800,27-01-2022,CE
1398,29655,17530626,NIFTY,NIFTY22JAN17800PE,17800,27-01-2022,PE
1399,29656,17530882,NIFTY,NIFTY22JAN17850CE,17850,27-01-2022,CE
1400,29657,17531138,NIFTY,NIFTY22JAN17850PE,17850,27-01-2022,PE
1401,29658,17531394,NIFTY,NIFTY22JAN17900CE,17900,27-01-2022,CE
1402,29659,17531650,NIFTY,NIFTY22JAN17900PE,17900,27-01-2022,PE
1403,29660,17531906,NIFTY,NIFTY22JAN17950CE,17950,27-01-2022,CE
1404,29661,17532162,NIFTY,NIFTY22JAN17950PE,17950,27-01-2022,PE
1405,29662,17532418,NIFTY,NIFTY22JAN18000CE,18000,27-01-2022,CE
1406,29663,17532674,NIFTY,NIFTY22JAN18000PE,18000,27-01-2022,PE
1407,29664,17532930,NIFTY,NIFTY22JAN18050CE,18050,27-01-2022,CE
1408,29665,17533186,NIFTY,NIFTY22JAN18050PE,18050,27-01-2022,PE
1409,29666,17533442,NIFTY,NIFTY22JAN18100CE,18100,27-01-2022,CE
1410,29667,17533698,NIFTY,NIFTY22JAN18100PE,18100,27-01-2022,PE
1411,29668,17533954,NIFTY,NIFTY22JAN18150CE,18150,27-01-2022,CE
1412,29669,17534210,NIFTY,NIFTY22JAN18150PE,18150,27-01-2022,PE
1413,29670,17534466,NIFTY,NIFTY22JAN18200CE,18200,27-01-2022,CE
1414,29671,17534722,NIFTY,NIFTY22JAN18200PE,18200,27-01-2022,PE
1415,29672,17534978,NIFTY,NIFTY22JAN18250CE,18250,27-01-2022,CE
1416,29673,17535234,NIFTY,NIFTY22JAN18250PE,18250,27-01-2022,PE
1417,29674,17535490,NIFTY,NIFTY22JAN18300CE,18300,27-01-2022,CE
1418,29675,17535746,NIFTY,NIFTY22JAN18300PE,18300,27-01-2022,PE
1419,29676,17536002,NIFTY,NIFTY22JAN18350CE,18350,27-01-2022,CE
1420,29677,17536258,NIFTY,NIFTY22JAN18350PE,18350,27-01-2022,PE
1421,29678,17536514,NIFTY,NIFTY22JAN18400CE,18400,27-01-2022,CE
1422,29679,17536770,NIFTY,NIFTY22JAN18400PE,18400,27-01-2022,PE
1423,29680,17537026,NIFTY,NIFTY22JAN18450CE,18450,27-01-2022,CE
1424,29681,17537282,NIFTY,NIFTY22JAN18450PE,18450,27-01-2022,PE
1425,29682,17537538,NIFTY,NIFTY22JAN18500CE,18500,27-01-2022,CE
1426,29683,17537794,NIFTY,NIFTY22JAN18500PE,18500,27-01-2022,PE
1427,29684,17538050,NIFTY,NIFTY22JAN18550CE,18550,27-01-2022,CE
1428,29685,17538306,NIFTY,NIFTY22JAN18550PE,18550,27-01-2022,PE
1429,29686,17538562,NIFTY,NIFTY22JAN18600CE,18600,27-01-2022,CE
1430,29687,17538818,NIFTY,NIFTY22JAN18600PE,18600,27-01-2022,PE
1431,29688,17539074,NIFTY,NIFTY22JAN18650CE,18650,27-01-2022,CE
1432,29689,17539330,NIFTY,NIFTY22JAN18650PE,18650,27-01-2022,PE
1433,29690,17539586,NIFTY,NIFTY22JAN18700CE,18700,27-01-2022,CE
1434,29691,17539842,NIFTY,NIFTY22JAN18700PE,18700,27-01-2022,PE
1435,29692,17540098,NIFTY,NIFTY22JAN18750CE,18750,27-01-2022,CE
1436,29693,17540354,NIFTY,NIFTY22JAN18750PE,18750,27-01-2022,PE
1437,29694,17540610,NIFTY,NIFTY22JAN18800CE,18800,27-01-2022,CE
1438,29695,17540866,NIFTY,NIFTY22JAN18800PE,18800,27-01-2022,PE
1439,29696,17541122,NIFTY,NIFTY22JAN18850CE,18850,27-01-2022,CE
1440,29697,17541378,NIFTY,NIFTY22JAN18850PE,18850,27-01-2022,PE
1441,29698,17541634,NIFTY,NIFTY22JAN18900CE,18900,27-01-2022,CE
1442,29699,17541890,NIFTY,NIFTY22JAN18900PE,18900,27-01-2022,PE
1443,29700,17542146,NIFTY,NIFTY22JAN18950CE,18950,27-01-2022,CE
1444,29701,17542402,NIFTY,NIFTY22JAN18950PE,18950,27-01-2022,PE
1445,29702,17542658,NIFTY,NIFTY22JAN19000CE,19000,27-01-2022,CE
1446,29703,17542914,NIFTY,NIFTY22JAN19000PE,19000,27-01-2022,PE
1447,29704,17543170,NIFTY,NIFTY22JAN19050CE,19050,27-01-2022,CE
1448,29705,17543426,NIFTY,NIFTY22JAN19050PE,19050,27-01-2022,PE
1449,29706,17543682,NIFTY,NIFTY22JAN19100CE,19100,27-01-2022,CE
1450,29707,17543938,NIFTY,NIFTY22JAN19100PE,19100,27-01-2022,PE
1451,29708,17544194,NIFTY,NIFTY22JAN19150CE,19150,27-01-2022,CE
1452,29709,17544450,NIFTY,NIFTY22JAN19150PE,19150,27-01-2022,PE
1453,29710,17544706,NIFTY,NIFTY22JAN19200CE,19200,27-01-2022,CE
1454,29711,17544962,NIFTY,NIFTY22JAN19200PE,19200,27-01-2022,PE
1455,29712,17545218,NIFTY,NIFTY22JAN19250CE,19250,27-01-2022,CE
1456,29713,17545474,NIFTY,NIFTY22JAN19250PE,19250,27-01-2022,PE
1457,29714,17545730,NIFTY,NIFTY22JAN19300CE,19300,27-01-2022,CE
1458,29715,17545986,NIFTY,NIFTY22JAN19300PE,19300,27-01-2022,PE
1459,29716,17546242,NIFTY,NIFTY22JAN19350CE,19350,27-01-2022,CE
1460,29717,17547266,NIFTY,NIFTY22JAN19350PE,19350,27-01-2022,PE
1461,29718,9420034,NIFTY,NIFTY22JAN19400CE,19400,27-01-2022,CE
1462,29719,9420290,NIFTY,NIFTY22JAN19400PE,19400,27-01-2022,PE
1463,29720,9421314,NIFTY,NIFTY22JAN19450CE,19450,27-01-2022,CE
1464,29721,9421570,NIFTY,NIFTY22JAN19450PE,19450,27-01-2022,PE
1465,29722,10407938,NIFTY,NIFTY22JAN19500CE,19500,27-01-2022,CE
1466,29723,10408194,NIFTY,NIFTY22JAN19500PE,19500,27-01-2022,PE
1467,29724,10408450,NIFTY,NIFTY22JAN19550CE,19550,27-01-2022,CE
1468,29725,10408706,NIFTY,NIFTY22JAN19550PE,19550,27-01-2022,PE
1469,29726,9313282,NIFTY,NIFTY22JAN19600CE,19600,27-01-2022,CE
1470,29727,9313538,NIFTY,NIFTY22JAN19600PE,19600,27-01-2022,PE
1471,30608,13785602,BANKNIFTY,BANKNIFTY21NOV33900CE,33900,25-11-2021,CE
1472,30609,13786114,BANKNIFTY,BANKNIFTY21NOV33900PE,33900,25-11-2021,PE
1473,30610,13786370,BANKNIFTY,BANKNIFTY21NOV34000CE,34000,25-11-2021,CE
1474,30611,13786626,BANKNIFTY,BANKNIFTY21NOV34000PE,34000,25-11-2021,PE
1475,30612,13786882,BANKNIFTY,BANKNIFTY21NOV34100CE,34100,25-11-2021,CE
1476,30613,13787650,BANKNIFTY,BANKNIFTY21NOV34100PE,34100,25-11-2021,PE
1477,30614,13787906,BANKNIFTY,BANKNIFTY21NOV34200CE,34200,25-11-2021,CE
1478,30615,13788162,BANKNIFTY,BANKNIFTY21NOV34200PE,34200,25-11-2021,PE
1479,30616,13788418,BANKNIFTY,BANKNIFTY21NOV34300CE,34300,25-11-2021,CE
1480,30617,13788674,BANKNIFTY,BANKNIFTY21NOV34300PE,34300,25-11-2021,PE
1481,30618,13788930,BANKNIFTY,BANKNIFTY21NOV34400CE,34400,25-11-2021,CE
1482,30619,13789442,BANKNIFTY,BANKNIFTY21NOV34400PE,34400,25-11-2021,PE
1483,30620,13789698,BANKNIFTY,BANKNIFTY21NOV34500CE,34500,25-11-2021,CE
1484,30621,13789954,BANKNIFTY,BANKNIFTY21NOV34500PE,34500,25-11-2021,PE
1485,30622,13790210,BANKNIFTY,BANKNIFTY21NOV34600CE,34600,25-11-2021,CE
1486,30623,13790466,BANKNIFTY,BANKNIFTY21NOV34600PE,34600,25-11-2021,PE
1487,30624,13790722,BANKNIFTY,BANKNIFTY21NOV34700CE,34700,25-11-2021,CE
1488,30625,13790978,BANKNIFTY,BANKNIFTY21NOV34700PE,34700,25-11-2021,PE
1489,30626,13791234,BANKNIFTY,BANKNIFTY21NOV34800CE,34800,25-11-2021,CE
1490,30627,13791490,BANKNIFTY,BANKNIFTY21NOV34800PE,34800,25-11-2021,PE
1491,30628,13791746,BANKNIFTY,BANKNIFTY21NOV34900CE,34900,25-11-2021,CE
1492,30629,13792002,BANKNIFTY,BANKNIFTY21NOV34900PE,34900,25-11-2021,PE
1493,30630,13792258,BANKNIFTY,BANKNIFTY21NOV35000CE,35000,25-11-2021,CE
1494,30631,13792770,BANKNIFTY,BANKNIFTY21NOV35000PE,35000,25-11-2021,PE
1495,30632,13793026,BANKNIFTY,BANKNIFTY21NOV35100CE,35100,25-11-2021,CE
1496,30633,13793282,BANKNIFTY,BANKNIFTY21NOV35100PE,35100,25-11-2021,PE
1497,30634,13793538,BANKNIFTY,BANKNIFTY21NOV35200CE,35200,25-11-2021,CE
1498,30635,13793794,BANKNIFTY,BANKNIFTY21NOV35200PE,35200,25-11-2021,PE
1499,30636,13794050,BANKNIFTY,BANKNIFTY21NOV35300CE,35300,25-11-2021,CE
1500,30637,13794306,BANKNIFTY,BANKNIFTY21NOV35300PE,35300,25-11-2021,PE
1501,30638,13794562,BANKNIFTY,BANKNIFTY21NOV35400CE,35400,25-11-2021,CE
1502,30639,13794818,BANKNIFTY,BANKNIFTY21NOV35400PE,35400,25-11-2021,PE
1503,30640,13795074,BANKNIFTY,BANKNIFTY21NOV35500CE,35500,25-11-2021,CE
1504,30641,13795586,BANKNIFTY,BANKNIFTY21NOV35500PE,35500,25-11-2021,PE
1505,30642,13795842,BANKNIFTY,BANKNIFTY21NOV35600CE,35600,25-11-2021,CE
1506,30643,13796098,BANKNIFTY,BANKNIFTY21NOV35600PE,35600,25-11-2021,PE
1507,30644,13796354,BANKNIFTY,BANKNIFTY21NOV35700CE,35700,25-11-2021,CE
1508,30645,13796610,BANKNIFTY,BANKNIFTY21NOV35700PE,35700,25-11-2021,PE
1509,30646,13796866,BANKNIFTY,BANKNIFTY21NOV35800CE,35800,25-11-2021,CE
1510,30647,13797122,BANKNIFTY,BANKNIFTY21NOV35800PE,35800,25-11-2021,PE
1511,30648,13797378,BANKNIFTY,BANKNIFTY21NOV35900CE,35900,25-11-2021,CE
1512,30649,13797634,BANKNIFTY,BANKNIFTY21NOV35900PE,35900,25-11-2021,PE
1513,30650,13797890,BANKNIFTY,BANKNIFTY21NOV36000CE,36000,25-11-2021,CE
1514,30651,13798146,BANKNIFTY,BANKNIFTY21NOV36000PE,36000,25-11-2021,PE
1515,30652,13798402,BANKNIFTY,BANKNIFTY21NOV36100CE,36100,25-11-2021,CE
1516,30653,13798658,BANKNIFTY,BANKNIFTY21NOV36100PE,36100,25-11-2021,PE
1517,30654,13798914,BANKNIFTY,BANKNIFTY21NOV36200CE,36200,25-11-2021,CE
1518,30655,13799170,BANKNIFTY,BANKNIFTY21NOV36200PE,36200,25-11-2021,PE
1519,30656,13799426,BANKNIFTY,BANKNIFTY21NOV36300CE,36300,25-11-2021,CE
1520,30657,13799682,BANKNIFTY,BANKNIFTY21NOV36300PE,36300,25-11-2021,PE
1521,30658,13799938,BANKNIFTY,BANKNIFTY21NOV36400CE,36400,25-11-2021,CE
1522,30659,13800194,BANKNIFTY,BANKNIFTY21NOV36400PE,36400,25-11-2021,PE
1523,30660,13800450,BANKNIFTY,BANKNIFTY21NOV36500CE,36500,25-11-2021,CE
1524,30661,13800706,BANKNIFTY,BANKNIFTY21NOV36500PE,36500,25-11-2021,PE
1525,30662,13800962,BANKNIFTY,BANKNIFTY21NOV36600CE,36600,25-11-2021,CE
1526,30663,13801218,BANKNIFTY,BANKNIFTY21NOV36600PE,36600,25-11-2021,PE
1527,30664,13803266,BANKNIFTY,BANKNIFTY21NOV36700CE,36700,25-11-2021,CE
1528,30665,13803522,BANKNIFTY,BANKNIFTY21NOV36700PE,36700,25-11-2021,PE
1529,30666,13804034,BANKNIFTY,BANKNIFTY21NOV36800CE,36800,25-11-2021,CE
1530,30667,13804290,BANKNIFTY,BANKNIFTY21NOV36800PE,36800,25-11-2021,PE
1531,30668,13804546,BANKNIFTY,BANKNIFTY21NOV36900CE,36900,25-11-2021,CE
1532,30669,13805314,BANKNIFTY,BANKNIFTY21NOV36900PE,36900,25-11-2021,PE
